ປັບປຸງສຸຂະພາບກາຍ,Improved physical health,ນຳສົ່ງໂຮງໝໍເມືອງ,Referral to District hospital,ຕິດຕາມ ແລະກະຕຸ້ນໃຫ້ນຳໃຊ້ຢາຕາມແພດສັ່ງ,Organize the referral to the health facility,,
ປັບປຸງສຸຂະພາບກາຍ,Improved physical health,ນຳສົ່ງໂຮງໝໍເມືອງ,Referral to District hospital,ຕິດຕໍ່ໂຮງໝໍເພື່ອແຈ້ງການນຳສົ່ງຄົນເຈັບ ແລະ ກວດກາເບິ່ງຄວາມພ້ອມໃນການບໍລິການທີ່ຈຳເປັນ,If needed provide financial support for transportation and for medical expenses,,
ປັບປຸງສຸຂະພາບກາຍ,Improved physical health,ນຳສົ່ງໂຮງໝໍເມືອງ,Referral to District hospital,ຂໍຄວາມຍິນຍອມຈາກຜູ້ເບິ່ງແຍງຄົນເຈັບ ແລະ ຄອບຄົວເພື່ອນຳສົ່ງຄົນເຈັບ,Confirm attendance at medical consultation and any treatment received from the health facility ,CHI3MTc,HI-3 
ປັບປຸງສຸຂະພາບກາຍ,Improved physical health,ນຳສົ່ງໂຮງໝໍເມືອງ,Referral to District hospital,ຢືນຢັນການຮັບ ຫຼື ການຊື້ຢາປົວພະຍາດ,"Confirm receipt of, or purchase of medications",,
ປັບປຸງສຸຂະພາບກາຍ,Improved physical health,ນຳສົ່ງໂຮງໝໍເມືອງ,Referral to District hospital,ຊຸກຍູ້ໃຫ້ນຳໃຊ້ຢາປົວພະຍາດຕາມແພດສັ່ງ,Encourage correct use of any medication prescribed by doctor,,
ປັບປຸງສຸຂະພາບກາຍ,Improved physical health,ນຳສົ່ງໂຮງໝໍເມືອງ,Referral to District hospital,ຕິດຕາມ ແລະ ຊຸກຍູ້ ການນຳໃຊ້ຢາປົວພະຍາດ ນຳທ່ານໝໍ,Monitor correct use of medication with the doctor,,
ປັບປຸງສຸຂະພາບກາຍ,Improved physical health,ນຳສົ່ງໄປໂຮງໝໍແຂວງ,Referral to provincial hospital,ກວດກາເບິ່ງຄວາມພ້ອມດ້ານບໍລິການ ແລະ ກຳນົດການນັດໝາຍ,Check availability of service and schedule of appointments,,
ປັບປຸງສຸຂະພາບກາຍ,Improved physical health,ນຳສົ່ງໄປໂຮງໝໍແຂວງ,Referral to provincial hospital,ຂໍຄວາມຍິນຍອມຈາກຄົນເຈັບ ແລະ ຄອບຄົວເພື່ອນຳສົ່ງຄົນເຈັບ,Get informed consent from caregiver and the family for referral,,
ປັບປຸງສຸຂະພາບກາຍ,Improved physical health,ນຳສົ່ງໄປໂຮງໝໍແຂວງ,Referral to provincial hospital,ຈັດກຽມການສົ່ງຕໍ່ໄປຍັງສະຖານບໍລິການປິ່ນປົວ,Organize the referral to the health facility,,
ປັບປຸງສຸຂະພາບກາຍ,Improved physical health,ນຳສົ່ງໄປໂຮງໝໍແຂວງ,Referral to provincial hospital,ຖ້າຈໍາເປັນ​ໃຫ້ສະໜັບສະໜູນທາງດ້ານການເງິນສໍາລັບການເດີນທາງ ແລະ ຄ່າໃຊ້ຈ່າຍດ້ານການແພດຕ່າງໆ,If needed provide financial support for transportation and for medical expenses,,
ປັບປຸງສຸຂະພາບກາຍ,Improved physical health,ນຳສົ່ງໄປໂຮງໝໍແຂວງ,Referral to provincial hospital,ຢືນຢັນການເຂົ້າຮ່ວມການປຶກສາຫາລືດ້ານການແພດ ແລະ ການປິ່ນປົວທີ່ໄດ້ຮັບຈາກສະຖານບໍລິການປິ່ນປົວ,Confirm attendance at medical consultation and any treatment received from the health facility ,CHI3MTc,HI-3 
ປັບປຸງສຸຂະພາບກາຍ,Improved physical health,ນຳສົ່ງໄປໂຮງໝໍແຂວງ,Referral to provincial hospital,ຢືນຢັນການຮັບ ຫຼື ການຊື້ຢາປົວພະຍາດ,"Confirm receipt of, or purchase of medications",,
ປັບປຸງສຸຂະພາບກາຍ,Improved physical health,ນຳສົ່ງໄປໂຮງໝໍແຂວງ,Referral to provincial hospital,ຊຸກຍູ້ໃຫ້ນຳໃຊ້ຢາປົວພະຍາດຕາມແພດສັ່ງ,Encourage correct use of any medication prescribed by doctor,,
ປັບປຸງສຸຂະພາບກາຍ,Improved physical health,ນຳສົ່ງໄປໂຮງໝໍແຂວງ,Referral to provincial hospital,ຕິດຕາມ ແລະ ຊຸກຍູ້ ການນຳໃຊ້ຢາປົວພະຍາດ ນຳທ່ານໝໍ,Monitor correct use of medication with the doctor,,
ປັບປຸງສຸຂະພາບຈິດ,Improved mental health,ການນຳສົ່ງ ເພື່ອປະເມີນ ໂດຍຊ່ຽວຊານກ່ຽວກັບການຊ່ວຍເຫຼືອດ້ານສຸຂະພາບຈິດ ແລະ  ຈິດຕະສັງຄົມ,Referral for assessment with MHPSS specialist,ຕິດຕໍ່ ຜູ້ຊ່ຽວຊານດ້ານ MHPSS ເພື່ອກວດກາເບິ່ງຄວາມພ້ອມດ້ານການໃຫ້ບໍລິການ ແລະ ກຳນົດການນັດໝາຍ,Contact MHPSS specialist to check availability of service and schedule of appointments,,
ປັບປຸງສຸຂະພາບຈິດ,Improved mental health,ການນຳສົ່ງ ເພື່ອປະເມີນ ໂດຍຊ່ຽວຊານກ່ຽວກັບການຊ່ວຍເຫຼືອດ້ານສຸຂະພາບຈິດ ແລະ  ຈິດຕະສັງຄົມ,Referral for assessment with MHPSS specialist,ຂໍຄວາມຍິນຍອມຈາກຄົນເຈັບ ແລະ ຄອບຄົວເພື່ອນຳສົ່ງຄົນເຈັບ,Get informed consent from the caregiver and the family for referral,,
ປັບປຸງສຸຂະພາບຈິດ,Improved mental health,ການນຳສົ່ງ ເພື່ອປະເມີນ ໂດຍຊ່ຽວຊານກ່ຽວກັບການຊ່ວຍເຫຼືອດ້ານສຸຂະພາບຈິດ ແລະ  ຈິດຕະສັງຄົມ,Referral for assessment with MHPSS specialist,ຈັດກຽມການສົ່ງ ຜູ້ຊ່ຽວຊານດ້ານ MHPSS,Organize referral to MHPSS specialist ,,
ປັບປຸງສຸຂະພາບຈິດ,Improved mental health,ການນຳສົ່ງ ເພື່ອປະເມີນ ໂດຍຊ່ຽວຊານກ່ຽວກັບການຊ່ວຍເຫຼືອດ້ານສຸຂະພາບຈິດ ແລະ  ຈິດຕະສັງຄົມ,Referral for assessment with MHPSS specialist,ຖ້າຈໍາເປັນ​ໃຫ້ສະໜັບສະໜູນທາງດ້ານການເງິນສໍາລັບການເດີນທາງ ແລະ ຄ່າໃຊ້ຈ່າຍດ້ານການແພດຕ່າງໆ,If needed provide financial support for transportation and/or medical expenses,,
ປັບປຸງສຸຂະພາບຈິດ,Improved mental health,ການນຳສົ່ງ ເພື່ອປະເມີນ ໂດຍຊ່ຽວຊານກ່ຽວກັບການຊ່ວຍເຫຼືອດ້ານສຸຂະພາບຈິດ ແລະ  ຈິດຕະສັງຄົມ,Referral for assessment with MHPSS specialist,ຢືນຢັນການເຂົ້າຮ່ວມການປະເມີນ ແລະ ການປິ່ນປົວສະເພາະທາງທີ່ໄດ້ຮັບຈາກຜູ້ສະໜອງດ້ານ MHPSS,Confirm attendance at assessment and/or treatment received with MHPSS provider,CHI3MHa,HI-3
ປັບປຸງສຸຂະພາບຈິດ,Improved mental health,ການນຳສົ່ງ ເພື່ອປະເມີນ ໂດຍຊ່ຽວຊານກ່ຽວກັບການຊ່ວຍເຫຼືອດ້ານສຸຂະພາບຈິດ ແລະ  ຈິດຕະສັງຄົມ,Referral for assessment with MHPSS specialist,ຖ້າຫາກຕ້ອງການສະໜັບສະໜູນຜູ້ດູແລ ເພື່ອຮັບເອົາຢາປົວພະຍາດຈາກຮ້ານຂາຍຢາ,If needed support the caregiver to obtain medication from the pharmacy ,,
ປັບປຸງສຸຂະພາບຈິດ,Improved mental health,ການນຳສົ່ງ ເພື່ອປະເມີນ ໂດຍຊ່ຽວຊານກ່ຽວກັບການຊ່ວຍເຫຼືອດ້ານສຸຂະພາບຈິດ ແລະ  ຈິດຕະສັງຄົມ,Referral for assessment with MHPSS specialist,ຊຸກຍູ້ໃຫ້ນຳໃຊ້ຢາປົວພະຍາດຕາມຄຳແນະນຳຂອງ ຜູ້ຊ່ຽວຊານດ້ານ MHPSS,Encourage correct use of medication as prescribed by MHPSS specialist,,
ປັບປຸງສຸຂະພາບຈິດ,Improved mental health,ການນຳສົ່ງ ເພື່ອປະເມີນ ໂດຍຊ່ຽວຊານກ່ຽວກັບການຊ່ວຍເຫຼືອດ້ານສຸຂະພາບຈິດ ແລະ  ຈິດຕະສັງຄົມ,Referral for assessment with MHPSS specialist,ຕິດຕາມການໃຊ້ຢາປົວພະຍາດ ແລະ ການປິ່ນປົວດ້ານ MHPSS ກັບທ່ານໝໍຂັ້ນເມືອງ ແລະ  ຜູ້ຊ່ຽວຊານດ້ານ MHPSS ຖ້າຈຳເປັນ),Monitor correct use of medication and other MHPSS interventions with the district doctor and MHPSS specialist (when needed),,
ປັບປຸງສຸຂະພາບຈິດ,Improved mental health,ການນຳສົ່ງ ເພື່ອປະເມີນ ໂດຍຊ່ຽວຊານກ່ຽວກັບການຊ່ວຍເຫຼືອດ້ານສຸຂະພາບຈິດ ແລະ  ຈິດຕະສັງຄົມ,Referral for assessment with MHPSS specialist,"ກໍລະນີມີເຫດສູກເສີນ, ໃຫ້ປະສານສົມທົບກັບອໍານາດການປົກຄອງບ້ານເພື່ອຮັບປະກັນວ່າ ຄົນເຈັບປອດໄພຈົນກວ່າຈະຕິດຕໍ່ກັບ ຜູ້ຊ່ຽວຊານດ້ານ MHPSS ແລະ ທ່ານໝໍຂັ້ນເມືອງທີ່ຜ່ານການຝຶກອົບຮົມ","If the case is an emergency, take measures to engage the village authorities to make sure the person is safe until contact with MHPSS specialist and trained district doctor",,
ປັບປຸງສຸຂະພາບຈິດ,Improved mental health,ການນຳສົ່ງ ເພື່ອປະເມີນ ໂດຍ ທ່ນໝໍທີ່ຜ່ານການຝຶກອົບຮົມ ທີ່ໂຮງໝໍເມືອງ ແລະ ໂຮງໝໍແຂວງ,Referral for assessment by trained doctor at district or provincial hospital ,ຕິດຕໍ່ໂຮງໝໍແຂວງ  / ໂຮງໝໍເມືອງ ເພື່ອແຈ້ງການນຳສົ່ງ ແລະ ກວດກາເບິ່ງຄວາມພ້ອມໃຫ້ບໍລິການຂອງພະນັກງທີ່ມີທັກສະດ້ານ ການຊ່ວຍເຫຼືອດ້ານສຸຂະພາບຈິດ ແລະ ຈິດຕະສັງຄົມ ,Contact provincial/ district hospital to check availability of trained doctor and schedule of appointments,,
ປັບປຸງສຸຂະພາບຈິດ,Improved mental health,ການນຳສົ່ງ ເພື່ອປະເມີນ ໂດຍ ທ່ນໝໍທີ່ຜ່ານການຝຶກອົບຮົມ ທີ່ໂຮງໝໍເມືອງ ແລະ ໂຮງໝໍແຂວງ,Referral for assessment by trained doctor at district or provincial hospital ,ຂໍຄວາມຍິນຍອມຈາກຄົນເຈັບ ແລະ ຄອບຄົວເພື່ອນຳສົ່ງຄົນເຈັບ,Get informed consent from the caregiver and the family for referral,,
ປັບປຸງສຸຂະພາບຈິດ,Improved mental health,ການນຳສົ່ງ ເພື່ອປະເມີນ ໂດຍ ທ່ນໝໍທີ່ຜ່ານການຝຶກອົບຮົມ ທີ່ໂຮງໝໍເມືອງ ແລະ ໂຮງໝໍແຂວງ,Referral for assessment by trained doctor at district or provincial hospital ,ຈັດກຽມການສົ່ງຕໍ່ໄປຍັງສະຖານບໍລິການປິ່ນປົວ,Organize referral to health facility,,
ປັບປຸງສຸຂະພາບຈິດ,Improved mental health,ການນຳສົ່ງ ເພື່ອປະເມີນ ໂດຍ ທ່ນໝໍທີ່ຜ່ານການຝຶກອົບຮົມ ທີ່ໂຮງໝໍເມືອງ ແລະ ໂຮງໝໍແຂວງ,Referral for assessment by trained doctor at district or provincial hospital ,ຖ້າຈໍາເປັນ​ໃຫ້ສະໜັບສະໜູນທາງດ້ານການເງິນສໍາລັບການເດີນທາງ ແລະ ຄ່າໃຊ້ຈ່າຍດ້ານການແພດຕ່າງໆ,If needed provide financial support for transportation and/or medical expenses,,
ປັບປຸງສຸຂະພາບຈິດ,Improved mental health,ການນຳສົ່ງ ເພື່ອປະເມີນ ໂດຍ ທ່ນໝໍທີ່ຜ່ານການຝຶກອົບຮົມ ທີ່ໂຮງໝໍເມືອງ ແລະ ໂຮງໝໍແຂວງ,Referral for assessment by trained doctor at district or provincial hospital ,ຢືນຢັນການເຂົ້າຮ່ວມການປະເມີນ ແລະ ການປິ່ນປົວສະເພາະທາງທີ່ໄດ້ຮັບຈາກຜູ້ສະໜອງດ້ານ MHPSS,Confirm attendance at assessment and/or treatment received from the MHPSS provider,,
ປັບປຸງສຸຂະພາບຈິດ,Improved mental health,ການນຳສົ່ງ ເພື່ອປະເມີນ ໂດຍ ທ່ນໝໍທີ່ຜ່ານການຝຶກອົບຮົມ ທີ່ໂຮງໝໍເມືອງ ແລະ ໂຮງໝໍແຂວງ,Referral for assessment by trained doctor at district or provincial hospital ,ຖ້າຫາກຕ້ອງການສະໜັບສະໜູນຜູ້ດູແລ ເພື່ອຮັບເອົາຢາປົວພະຍາດຈາກຮ້ານຂາຍຢາ,If needed support the person to obtain medication from the pharmacy ,CHI3MHa,HI-3
ປັບປຸງສຸຂະພາບຈິດ,Improved mental health,ການນຳສົ່ງ ເພື່ອປະເມີນ ໂດຍ ທ່ນໝໍທີ່ຜ່ານການຝຶກອົບຮົມ ທີ່ໂຮງໝໍເມືອງ ແລະ ໂຮງໝໍແຂວງ,Referral for assessment by trained doctor at district or provincial hospital ,ຊຸກຍູ້ໃຫ້ນຳໃຊ້ຢາປົວພະຍາດຕາມຄຳແນະນຳຂອງ ຜູ້ຊ່ຽວຊານດ້ານ MHPSS,Encourage correct use of medication as prescribed by MHPSS specialist,,
ປັບປຸງສຸຂະພາບຈິດ,Improved mental health,ການນຳສົ່ງ ເພື່ອປະເມີນ ໂດຍ ທ່ນໝໍທີ່ຜ່ານການຝຶກອົບຮົມ ທີ່ໂຮງໝໍເມືອງ ແລະ ໂຮງໝໍແຂວງ,Referral for assessment by trained doctor at district or provincial hospital ,ຕິດຕາມການໃຊ້ຢາປົວພະຍາດ ແລະ ການປິ່ນປົວດ້ານ MHPSS ກັບທ່ານໝໍຂັ້ນເມືອງ ແລະ  ຜູ້ຊ່ຽວຊານດ້ານ MHPSS ຖ້າຈຳເປັນ),Monitor correct use of medication and other MHPSS interventions with the district doctor and MHPSS specialist (when needed),,
ປັບປຸງສຸຂະພາບຈິດ,Improved mental health,ການນຳສົ່ງ ເພື່ອປະເມີນ ໂດຍ ທ່ນໝໍທີ່ຜ່ານການຝຶກອົບຮົມ ທີ່ໂຮງໝໍເມືອງ ແລະ ໂຮງໝໍແຂວງ,Referral for assessment by trained doctor at district or provincial hospital ,"ກໍລະນີມີເຫດສູກເສີນ, ໃຫ້ປະສານສົມທົບກັບອໍານາດການປົກຄອງບ້ານເພື່ອຮັບປະກັນວ່າ ຄົນເຈັບປອດໄພຈົນກວ່າຈະຕິດຕໍ່ກັບ ຜູ້ຊ່ຽວຊານດ້ານ MHPSS ແລະ ທ່ານໝໍຂັ້ນເມືອງທີ່ຜ່ານການຝຶກອົບຮົມ","If the case is an emergency, take measures to engage the village authorities to make sure the person is safe until contact with MHPSS specialist and trained district doctor",,
ປັບປຸງສຸຂະພາບຈິດ,Improved mental health,ໃຫ້ການຊ່ວຍເຫຼືອດ້ານຈິດຕະສັງຄົມ ແລະ ການປຶກສາຫາລືເບື້ອງຕົ້ນໂດຍ ຜູ້ອຳນວຍຄວາມສະດວກ CBID,Providing psychosocial support and basic counselling (by CBID facilitator),ລະບຸວກັບຄົນເຈັບວ່າ ການໃຫ້ຄຳປຶກສາຫາລືເບື້ອງຕົ້ນຕ້ອງລວມເອົາຄອບຄົວນຳ ຫຼື ບໍ່,Determine with person if basic counselling sessions are to include family or not,,
ປັບປຸງສຸຂະພາບຈິດ,Improved mental health,ໃຫ້ການຊ່ວຍເຫຼືອດ້ານຈິດຕະສັງຄົມ ແລະ ການປຶກສາຫາລືເບື້ອງຕົ້ນໂດຍ ຜູ້ອຳນວຍຄວາມສະດວກ CBID,Providing psychosocial support and basic counselling (by CBID facilitator),ລະບຸ: ພື້ນທີ່ຄວາມປອດໄພ ສຳລັບການໃຫ້ຄຳປຶກສາຫາລື,"Identify a ""safe space"" for basic counselling sessions",,
ປັບປຸງສຸຂະພາບຈິດ,Improved mental health,ໃຫ້ການຊ່ວຍເຫຼືອດ້ານຈິດຕະສັງຄົມ ແລະ ການປຶກສາຫາລືເບື້ອງຕົ້ນໂດຍ ຜູ້ອຳນວຍຄວາມສະດວກ CBID,Providing psychosocial support and basic counselling (by CBID facilitator),ໃຫ້ຄຳປຶກສາຫາລື ເບື້ອງຕົ້ນເປັນປະຈຳ ຖ້າຈຳເປັນ,Provide regular basic counselling as needed,CHI3MHb,HI-3
ປັບປຸງສຸຂະພາບຈິດ,Improved mental health,ໃຫ້ການຊ່ວຍເຫຼືອດ້ານຈິດຕະສັງຄົມ ແລະ ການປຶກສາຫາລືເບື້ອງຕົ້ນໂດຍ ຜູ້ອຳນວຍຄວາມສະດວກ CBID,Providing psychosocial support and basic counselling (by CBID facilitator),"ຖ້າມີຄວາມສົນໃຈ, ໃຫ້ຕິດຕໍ່ຜູ້ດູແລກັບຜຸ້ດູແລຄົນອື່ນໆໃນສະຖານະການທີ່ຄ້າຍຄືກັນ",If interested connect the caregiver to other caregivers in similar situations,,
ປັບປຸງສຸຂະພາບຈິດ,Improved mental health,ໃຫ້ການຊ່ວຍເຫຼືອດ້ານຈິດຕະສັງຄົມ ແລະ ການປຶກສາຫາລືເບື້ອງຕົ້ນໂດຍ ຜູ້ອຳນວຍຄວາມສະດວກ CBID,Providing psychosocial support and basic counselling (by CBID facilitator),ຕິດຕາມນຳຜູ້ດູແລ ແລະ ຄອບຄົວເປັນປະຈຳ,Follow-up regularly with the caregiver and their family,,
ເພີ່ມເວລາ ແລະ ການມີສ່ວນຮ່ວມ,Increased time and participation,ປຶກສາຫາລືກ່ຽວກັບບົດບາດ ແລະ ໜ້າທີ່ຮັບຜິດຊອບຂອງຜູ້ດູແລ ແລະ ຄອບຄົວ,Discussing caregiver and family roles and responsibilities,ຂໍໃຫ້ຜູ້ດູແລເກັບຮັກສາປື້ມບັນທຶກກ່ຽວກັບເວລາທີ່ໃຊ້ໃນການດູແລ,Ask caregiver to keep a diary on how much time is spent on caregiving ,,
ເພີ່ມເວລາ ແລະ ການມີສ່ວນຮ່ວມ,Increased time and participation,ປຶກສາຫາລືກ່ຽວກັບບົດບາດ ແລະ ໜ້າທີ່ຮັບຜິດຊອບຂອງຜູ້ດູແລ ແລະ ຄອບຄົວ,Discussing caregiver and family roles and responsibilities,ປຶກສາຫາລືກັບຜູ້ດູແລ ແລະ ຄອບຄົວກ່ຽວກັບການແບ່ງຽໜ້າທີ່ຮັບຜິດຊອບໃນການດູ,Discuss with caregiver and family the distribution of caregiving and household responsibilities,,
ເພີ່ມເວລາ ແລະ ການມີສ່ວນຮ່ວມ,Increased time and participation,ປຶກສາຫາລືກ່ຽວກັບບົດບາດ ແລະ ໜ້າທີ່ຮັບຜິດຊອບຂອງຜູ້ດູແລ ແລະ ຄອບຄົວ,Discussing caregiver and family roles and responsibilities,ສະໜັບສະໜູນຄອບຄົວໃນການວາງແຜນການແບ່ງໜ້າທີ່ຮັບຜິດຊອບໃນການດູແລໃໝ່,Support the family to make a plan to re-distribution of caretaking (and household) responsibilities,,
ເພີ່ມເວລາ ແລະ ການມີສ່ວນຮ່ວມ,Increased time and participation,ປຶກສາຫາລືກ່ຽວກັບບົດບາດ ແລະ ໜ້າທີ່ຮັບຜິດຊອບຂອງຜູ້ດູແລ ແລະ ຄອບຄົວ,Discussing caregiver and family roles and responsibilities,"ປຶກສາຫາລື ແລະ ສະໜັບສະໜູນຄອບຄົວ ເພື່ອລະບຸ ແລະ ລະດົມຄົນໃນຄອບຄົວ, ເພື່ອນບ້ານ ແລະ ຊຸມຊົນທີ່ສາມາດຊ່ວຍໄດ້","Discuss and support family to identify and mobilize family members, neighbours and the community that can help",,
ເພີ່ມທັກສະດ້ານການເບິ່ງແຍງ ແລະ ສິ່ງແວດລ້ອມ,Improved caring skills and environment,ໄດ້ຮັບການຝຶກອົບຮົມຜູ້ດູແລ,Receiving caregiver coaching ,ສະໜອງຂໍ້ມູນໃຫ້ແກ່ ຄອບຄົວກ່ຽວກັບການດູແລ ເຊັ່ນ: ບັນຫາສຸຂະພາບ / ການບົ່ງມະຕິກັບພະນັກງານສາທາລະນະສຸກ,Provide information to the family on caregiving e.g on health issues/ diagnosis with the  health staff,,
ເພີ່ມທັກສະດ້ານການເບິ່ງແຍງ ແລະ ສິ່ງແວດລ້ອມ,Improved caring skills and environment,ໄດ້ຮັບການຝຶກອົບຮົມຜູ້ດູແລ,Receiving caregiver coaching ,ໃຫ້ຄຳແນະນຳແກ່ ຜູ້ດູແລ ກ່ຽວກັບວິທີການເຄື່ອນຍ້າຍຄົນທີ່ມີຄວາມພິການຢ່າງປອດໄພ ກັບພະນັກງານສາທາລະນະສຸກ,Provide advice to caregiver on how to safely move the person with disability with rehabilitation staff,,HI-3
ເພີ່ມທັກສະດ້ານການເບິ່ງແຍງ ແລະ ສິ່ງແວດລ້ອມ,Improved caring skills and environment,ໄດ້ຮັບການຝຶກອົບຮົມຜູ້ດູແລ,Receiving caregiver coaching ,"ໃຫ້ຄຳແນະນຳກ່ຽວກັບການນຳໃຊ້ເຄື່ອງອຳນວຍຄວາມສະດວກສຳລັບການເຄື່ອນຍ້າຍ, ການດູແລຕົນເອງ ແລະ ກິດຈະກຳໃນຊີວິດປະຈຳວັນ ກັບພະນັກງານສາທາລະນະສຸກ","Provide advice on how to use assistive products for transfer, self-care and activities of daily living with rehabilitation staff",CHI3RSc,HI-3
ເພີ່ມທັກສະດ້ານການເບິ່ງແຍງ ແລະ ສິ່ງແວດລ້ອມ,Improved caring skills and environment,ໄດ້ຮັບການຝຶກອົບຮົມຜູ້ດູແລ,Receiving caregiver coaching ,ໃຫ້ຄຳແນະນຳກ່ຽວກັບ ການຝຶກແອບຢູ່ທີ່ບ້ານກັບພະນັກງານການແພດຟື້ນຟູໜ້າທີ່ການທີ່ຜູ້ດູແລສາມາດເຮັດສຳເລັດກັບຄົນທີ່ມີຄວາມພິການ,Provide advice on home based exercises with the rehabilitation staff that the caregiver can complete with the person with disabilities  ,CHI3RSc,HI-3
ເພີ່ມທັກສະດ້ານການເບິ່ງແຍງ ແລະ ສິ່ງແວດລ້ອມ,Improved caring skills and environment,ໄດ້ຮັບການຝຶກອົບຮົມຜູ້ດູແລ,Receiving caregiver coaching ,ສະໜອງຂໍ້ມູນກ່ຽວກັບສິດທິພື້ນຖານດ້ານສຸຂະພາບ ກັບພະນັກງານສາທາລະນະສຸກ,Provide information on basic health rights with health staff,,
ເພີ່ມທັກສະດ້ານການເບິ່ງແຍງ ແລະ ສິ່ງແວດລ້ອມ,Improved caring skills and environment,ໄດ້ຮັບການຝຶກອົບຮົມຜູ້ດູແລ,Receiving caregiver coaching ,ຮັບເອົາຄຳແນະນຳຈາກພະນັກງານການແພດຟື້ນຟູໜ້າທີ່ການກ່ຽວກັບການປັບປຸງການເຂົ້າເຖິງ,Obtain advice from rehabilitation staff on accessibility adjustments,,
ເພີ່ມທັກສະດ້ານການເບິ່ງແຍງ ແລະ ສິ່ງແວດລ້ອມ,Improved caring skills and environment,ໄດ້ຮັບການຝຶກອົບຮົມຜູ້ດູແລ,Receiving caregiver coaching ,ໃຫ້ຄຳແນະນຳກ່ຽວກັບການປັບປຸງ ແລະ ອຸປະກອນທີ່ຈຳເປັນ (ອ້າງອີງໃສ່ໂມດູນການເຮັດໜ້າທີ່ການ),Provide advice on how to do adjustments and materials needed (refer to function module),,
